# i j cov
# order is xi+_0,xi+_1,...,xi-_0,xi-_1,.... from small scales to large in each
# tomo bins are in c order (i.e. 0,0 0,1 0,2 1,0 1,2 2,2) w/ internal order as above
33 17 -6.58646247041814961662e-15
33 18 -2.12507484513826647182e-12
33 19 2.59473946084389172049e-13
33 20 5.34622496774519795545e-13
33 21 2.77707342231330894721e-13
33 22 1.51513351472474833739e-13
33 23 7.50162505441153185553e-14
33 24 3.32716307918311272977e-13
33 25 1.32360356083018201979e-12
33 26 1.34429331384812498140e-13
33 27 5.88807363563604961665e-14
33 28 -4.58926444578868177259e-15
33 29 -1.63908486204800237773e-14
33 30 -1.00368800060204328885e-12
33 31 -6.88246529258594722035e-13
33 32 1.62914072872633170885e-13
33 33 1.44349840999289286009e-12
33 34 8.21568100225828855520e-14
33 35 2.81526834274357128935e-14
33 36 2.61430546962089557749e-12
33 37 2.19945809125010247794e-13
33 38 9.26297771002639318844e-13
33 39 1.01485119856557092178e-13
33 40 8.18380577918706661366e-14
33 41 -8.72933664697131648232e-14
33 42 -3.19862715602597082080e-12
33 43 2.87532305282003632590e-14
33 44 6.08887205250480109872e-13
33 45 4.89311056928861298477e-13
33 46 1.27386731269907448128e-13
33 47 1.72905092772049299831e-13
33 48 1.43346659734732265848e-12
33 49 8.23691754748056093529e-13
33 50 2.62256109037003834649e-13
33 51 -8.42477735435566654303e-14
33 52 -1.11667177654868742915e-13
33 53 -4.17631122161083234562e-14
33 54 2.40784516285501448710e-12
33 55 -3.73717319612733691615e-13
33 56 6.02999190855341318474e-13
33 57 1.86885146069587177227e-13
33 58 7.16599094180685417277e-14
33 59 1.09622453574161729604e-13
33 60 2.78456886228783571367e-12
33 61 1.43310672293086330125e-12
33 62 2.97812769488890444939e-13
33 63 -3.90865539231847135098e-13
33 64 -2.77374520178091725961e-13
33 65 1.25960939346682840051e-14
33 66 -1.90362724679981235586e-12
33 67 1.74628488121471405979e-12
33 68 4.47360688583411083300e-13
33 69 5.98254642939873379068e-13
33 70 7.79566901709285281446e-15
33 71 1.48882199987759895829e-14
34 0 1.14238849990909766176e-12
34 1 7.28551658416397643830e-13
34 2 4.18124391858245109729e-13
34 3 3.57189201034523710577e-13
34 4 -1.29591439374910502431e-14
34 5 2.25040759050262148142e-14
34 6 2.09549183600769406998e-13
34 7 4.65804660662039335668e-14
34 8 3.10090530420748000934e-13
34 9 9.54312608456304319606e-14
34 10 9.60570805447761378394e-14
34 11 3.14700805382287535333e-14
34 12 1.28473913668115777940e-12
34 13 5.91795948982497717238e-13
34 14 5.07935327932703311233e-13
34 15 1.75951336801784198035e-13
34 16 2.17241850238547043278e-14
34 17 4.54509220742809250889e-14
34 18 -6.30593978052706329174e-13
34 19 -3.29885884077015018267e-13
34 20 1.44243700269149990240e-13
34 21 9.87079445304984898022e-14
34 22 1.60419291545908174620e-13
34 23 4.70317487689086851906e-14
34 24 9.00169039007365252682e-13
34 25 1.10347592277456237750e-12
34 26 7.52924743305442219223e-13
34 27 1.64307793520304754815e-13
34 28 -4.25062111789752230329e-14
34 29 2.59389056926216790954e-14
34 30 7.11469181180169405194e-13
34 31 -5.29469691619699946634e-14
34 32 1.97242059723036523439e-13
34 33 8.21568100225828855520e-14
34 34 3.85605856087162085713e-13
34 35 6.39360756026702781754e-14
34 36 6.08122310738685856326e-14
34 37 2.07712256579716464456e-13
34 38 7.54176346215321275342e-14
34 39 1.13119683309938213559e-13
34 40 -4.26294094209260023241e-14
34 41 1.43169840139670373739e-15
34 42 -9.59459706730106315867e-13
34 43 -5.23509003947207116339e-13
34 44 1.87224776841228206918e-14
34 45 9.54458048783413703092e-14
34 46 1.14711235992583776053e-13
34 47 7.73365012879899623739e-14
34 48 7.36120711157250802913e-13
34 49 1.08101258391996365636e-12
34 50 3.94863070188444164202e-13
34 51 6.37166937000775900958e-14
34 52 1.96335660397290649123e-15
34 53 1.44021389791327276542e-16
34 54 4.10499631895570652274e-13
34 55 -3.69500945752986880059e-16
34 56 -4.73789650462279930795e-14
34 57 1.45156848404020119870e-13
34 58 1.28423639714729290208e-13
34 59 5.56487321624727343359e-14
34 60 7.15414783320836602910e-14
34 61 1.46378507395714350362e-12
34 62 7.67907139558969543448e-13
34 63 3.11987474684517154315e-13
34 64 -2.67332671152470550215e-14
34 65 -8.55064753309031276529e-15
34 66 -3.51956838705400303009e-13
34 67 4.88324300520216170888e-13
34 68 1.52576295253065577732e-13
34 69 2.06788784774113636214e-13
34 70 2.09836813218224527884e-13
34 71 8.27215139522639743000e-14
35 0 8.64106153452839526734e-13
35 1 4.95792974180737432094e-13
35 2 2.47838642561831999244e-13
35 3 2.19705756066825794732e-13
35 4 2.95282970524912514825e-14
35 5 -2.91098566029486444055e-14
35 6 1.06456523401561319956e-12
35 7 8.57031404539554413084e-13
35 8 5.38255305671160739193e-14
35 9 8.38037001680084746281e-14
35 10 2.39307224613934861351e-14
35 11 1.06415341132818392058e-13
35 12 1.45387985774610293264e-12
35 13 -2.64272446998662965639e-15
35 14 2.72821849676447778696e-13
35 15 1.91331097814879761078e-13
35 16 7.33197326315669454214e-14
35 17 -1.80539967162836329938e-15
35 18 -6.07273210173740252004e-13
35 19 -1.16264367131705342998e-13
35 20 1.15940336338988448732e-13
35 21 8.86351334633720999604e-14
35 22 7.40441531041748090938e-14
35 23 1.11182506873140762131e-13
35 24 5.17523957030187486226e-13
35 25 9.07061664100427397961e-13
35 26 5.44510447462110144915e-13
35 27 3.34090683796448033229e-13
35 28 9.87220288277280525455e-14
35 29 -5.52979712963452430086e-14
35 30 3.06892003426553643199e-13
35 31 7.86202016074897345069e-14
35 32 1.31543352551283859587e-13
35 33 2.81526834274357128935e-14
35 34 6.39360756026702781754e-14
35 35 2.13097684237878477765e-13
35 36 5.25627682022573290086e-13
35 37 1.74475463376799999478e-13
35 38 1.30091970259238818242e-13
35 39 1.40773338863987203670e-13
35 40 -4.60622657386572740619e-15
35 41 1.57405863353891927330e-14
35 42 -1.62479110683267873508e-13
35 43 -1.58104658998952042702e-13
35 44 6.53678714050620524552e-14
35 45 6.58492587284521200806e-14
35 46 5.35188789080180566302e-14
35 47 9.09365876708865337355e-14
35 48 1.19451590395942884432e-13
35 49 5.30048483408189827597e-13
35 50 4.40943854901706195621e-13
35 51 2.62827330037259493877e-13
35 52 7.90174937156774372225e-14
35 53 -5.12969362200304239574e-14
35 54 5.59554715082134520563e-13
35 55 3.36904720503721152562e-13
35 56 4.30726807768459446518e-15
35 57 9.32804287183460612745e-14
35 58 6.88357537855401047512e-14
35 59 1.36086974673610503729e-13
35 60 -1.61666019532342824687e-14
35 61 1.21206428538246856158e-12
35 62 6.62361995340178246458e-13
35 63 3.09689712200541636895e-13
35 64 5.69328161585090414051e-14
35 65 -7.80035220212882562864e-14
35 66 3.16116221402719563250e-13
35 67 -1.83170450572733740428e-13
35 68 1.54390424330605684136e-13
35 69 6.09270837641634375731e-14
35 70 1.35672044318308229827e-13
35 71 1.60348649691781438553e-13
36 0 1.26717865348801744954e-11
36 1 1.54539871637122392928e-11
36 2 -2.94868165137391999302e-12
36 3 6.61670772915295223707e-12
36 4 2.27540854345883410300e-12
36 5 3.73288753521770534561e-14
36 6 -3.26274451801778896379e-11
36 7 1.08492386823959324918e-11
36 8 2.06245089545112305435e-12
36 9 3.11618644001155150626e-13
36 10 -1.69141936573442978884e-12
36 11 6.80976025274429608062e-13
36 12 1.98115478323897422898e-11
36 13 1.77658113168832952519e-11
36 14 9.07998896773741256486e-12
36 15 4.74461213428541128625e-12
36 16 1.73776746143108930831e-12
36 17 7.31853367944827099715e-13
36 18 -2.18169127301090900798e-11
36 19 6.58525862902941301680e-12
36 20 6.71124193089383057982e-12
36 21 2.28039719848084509739e-12
36 22 5.88959317774646073136e-13
36 23 1.26610625448125298825e-12
36 24 1.02994934759508939516e-12
36 25 1.22294092353569055460e-11
36 26 8.18414596114761918270e-12
36 27 3.46366918340335717688e-12
36 28 1.78973286106415130185e-12
36 29 1.29083574836138363183e-12
36 30 -5.33166278464643117408e-12
36 31 7.22236784564653270641e-12
36 32 -5.17608405466716345506e-13
36 33 2.61430546962089557749e-12
36 34 6.08122310738685856326e-14
36 35 5.25627682022573290086e-13
36 36 2.84655645457422983996e-10
36 37 2.28681776616833710574e-11
36 38 1.38514975927573563272e-11
36 39 1.11712264920049963040e-11
36 40 3.71857571218065258896e-12
36 41 3.95970162449113570264e-14
36 42 -4.40027565608028623076e-11
36 43 4.62432382121385541249e-12
36 44 1.04547352141460890180e-11
36 45 3.71921588045068404935e-12
36 46 1.19072323709572582559e-12
36 47 1.55336495338503772442e-12
36 48 3.64901197055451306938e-11
36 49 3.91543442071027823721e-11
36 50 1.07950021002840165291e-11
36 51 6.97917502906407093893e-12
36 52 1.88237658163750478198e-12
36 53 7.37695218564717847158e-13
36 54 5.44521860859243039363e-12
36 55 1.29152801981641033154e-11
36 56 9.83633560257882235097e-12
36 57 5.38905286546198188829e-12
36 58 2.51299599203706627424e-12
36 59 7.52345815283986843740e-13
36 60 4.01762682468339078605e-11
36 61 1.74553473399636152956e-11
36 62 1.16677048349680409576e-11
36 63 5.36607411814949083575e-12
36 64 1.18388348271914020890e-12
36 65 1.41128114019894924834e-12
36 66 -6.10729592992919361309e-12
36 67 1.08719946424949400802e-11
36 68 7.14536698038845822231e-12
36 69 7.05607545887747011133e-12
36 70 1.52276197643737979022e-12
36 71 -1.08336267221175991690e-13
37 0 8.13088681903614500057e-12
37 1 1.11792372760575996629e-12
37 2 5.03057376424273686188e-12
37 3 8.56312280442755851447e-13
37 4 4.15361863313693197898e-14
37 5 -3.13484177771436663800e-13
37 6 7.35099237830316252845e-12
37 7 -8.49037391793496288822e-12
37 8 -2.30966092383321356034e-14
37 9 4.75498119476292313339e-13
37 10 -6.66674504344755462491e-13
37 11 2.68273158425832343403e-13
37 12 1.62340493693236450269e-11
37 13 6.22238100646204254312e-12
37 14 3.78936747281721798233e-12
37 15 1.59401189582652471828e-12
37 16 3.21848789423239598843e-13
37 17 -3.09832216725980293475e-13
37 18 -5.89085980776933720993e-12
37 19 -1.64455121706170699402e-12
37 20 4.88694316319806246825e-13
37 21 2.48046998309457017598e-13
37 22 1.02421410811705698960e-12
37 23 2.15088161302560587024e-13
37 24 1.39304383766107573701e-11
37 25 1.63843409339999926121e-12
37 26 1.16048392494734272706e-12
37 27 1.18880862036405179162e-12
37 28 2.99374830375725807758e-13
37 29 -1.88174769276855658043e-13
37 30 -1.57444848749463822603e-11
37 31 4.02852315730028419731e-12
37 32 1.50627376105097298658e-12
37 33 2.19945809125010247794e-13
37 34 2.07712256579716464456e-13
37 35 1.74475463376799999478e-13
37 36 2.28681776616833710574e-11
37 37 4.74445404737726234874e-11
37 38 4.78252211519377759140e-12
37 39 3.12578988721901555905e-12
37 40 -3.22024694909927149179e-13
37 41 -4.41733635712662833671e-13
37 42 8.62220542128285152480e-12
37 43 3.28170480056516427277e-12
37 44 3.12072738904087095274e-12
37 45 -3.77408618418568978628e-13
37 46 1.11215518682631998387e-12
37 47 5.00314204332679169311e-13
37 48 7.16428568015111043932e-12
37 49 7.12482823917813482927e-12
37 50 5.95203586199946665550e-12
37 51 1.83338896206946736780e-12
37 52 4.56425652087635762249e-14
37 53 -1.78657350732744322268e-13
37 54 5.75231191335374414274e-13
37 55 -3.89591164962062161918e-12
37 56 -4.65707267376889149971e-13
37 57 1.07753820166161767694e-12
37 58 8.41153392893066780841e-13
37 59 2.85854047423117421978e-13
37 60 1.11457378459013330852e-11
37 61 1.46713742754248884716e-11
37 62 2.97456586126453381221e-12
37 63 9.64618305203199314962e-13
37 64 -6.49022880467786672789e-13
37 65 2.11177477545039457000e-13
37 66 2.88937862676979327688e-12
37 67 2.44702235221146731844e-12
37 68 2.17933546840782257381e-12
37 69 2.56611914152866673211e-12
37 70 1.15337014923703094617e-12
37 71 -1.23514946045294198408e-13
38 0 6.50528909787938913974e-12
38 1 2.76416173769037755748e-12
38 2 -2.94157835800785324592e-13
38 3 3.62258804171693192065e-13
38 4 6.65624162508095530242e-13
38 5 1.44852397287043309932e-13
38 6 -6.39255108002611265042e-12
38 7 -1.32002463082073941869e-12
38 8 -9.22881047107055362863e-13
38 9 1.79891950001155820001e-13
38 10 9.54906265086321731425e-14
38 11 2.36921672590011528779e-13
38 12 1.04772079514266421709e-11
38 13 4.74022436089172931970e-12
38 14 2.32714237845455975942e-12
38 15 1.00406852157473266708e-12
38 16 6.89282513398685291124e-13
38 17 1.64255805174248661179e-13
38 18 1.24845987995392980117e-12
38 19 1.33507921085636945603e-12
38 20 5.87151340872837269895e-13
38 21 1.29129322366012309733e-13
38 22 4.52490323836860223320e-13
38 23 3.06529692359948509291e-13
38 24 1.42036180978107886877e-11
38 25 2.17026473404994234425e-12
38 26 8.11708844062715287896e-13
38 27 4.48851079359225132538e-13
38 28 4.98095551786409143283e-13
38 29 1.33966506398680677802e-13
38 30 -1.45180927749186975710e-11
38 31 -1.32345117130563291436e-12
38 32 1.46900945195195530692e-12
38 33 9.26297771002639318844e-13
38 34 7.54176346215321275342e-14
38 35 1.30091970259238818242e-13
38 36 1.38514975927573563272e-11
38 37 4.78252211519377759140e-12
38 38 1.61579846433697116252e-11
38 39 2.61464494396348093813e-12
38 40 7.19878731563513501232e-13
38 41 2.42894690773925144750e-13
38 42 -5.39798668313736241991e-12
38 43 5.24952411297395690386e-13
38 44 4.94845539424774772089e-13
38 45 1.05366735057260280648e-13
38 46 9.41445606303485708705e-13
38 47 5.62185609291000415147e-13
38 48 3.45718791661117543188e-12
38 49 7.83396805996483973607e-12
38 50 4.87834946629116282122e-12
38 51 2.00840920405227650064e-12
38 52 6.24990533213120473941e-13
38 53 2.86338723734687747915e-13
38 54 3.76685927001082212029e-12
38 55 3.63487439023409642484e-12
38 56 1.78873321278694647990e-12
38 57 6.39256657389068025276e-13
38 58 6.66851231623624754739e-13
38 59 3.04852521690703816517e-13
38 60 1.16892789954392389977e-11
38 61 1.49369495120196825156e-12
38 62 3.02782903285969516837e-12
38 63 -4.09184137967028672640e-13
38 64 -2.44880771716030319422e-13
38 65 2.69458088876585353762e-13
38 66 -1.69582372697301525653e-12
38 67 7.12650636594836129556e-12
38 68 1.13984153476994935412e-12
38 69 1.24139510729467614628e-12
38 70 3.74836366661471714980e-13
38 71 -3.29161605746441837936e-13
39 0 2.45387626981749567238e-12
39 1 -1.43158329745040082877e-13
39 2 9.14234056187907687283e-13
39 3 9.73812724682666602829e-13
39 4 5.43246307684778114988e-13
39 5 -4.13023111635930644002e-14
39 6 -1.96213885557848070702e-12
39 7 1.21716321094905500367e-12
39 8 2.50857912673779731363e-13
39 9 -3.86191679274279982336e-14
39 10 6.77805933566014071584e-14
39 11 2.47667530012351236102e-13
39 12 6.05942226120462156679e-12
39 13 8.49412684918376526858e-13
39 14 1.77403952327267311464e-12
39 15 1.19155042210955341189e-12
39 16 4.40604001425677438608e-13
39 17 3.49599890398554227995e-14
39 18 -1.82456960850242385896e-12
39 19 1.73801816291946771049e-13
39 20 6.20693608014331934470e-13
39 21 2.40581382022118838716e-13
39 22 2.39674472520813219812e-13
39 23 2.72449738777705729939e-13
39 24 3.33092919137538121642e-13
39 25 1.98967458465232024059e-12
39 26 3.42653916402855068849e-13
39 27 6.84634847726774546913e-13
39 28 4.79360256134885716649e-13
39 29 8.69458726135513709620e-14
39 30 -2.42879802761980780493e-12
39 31 8.47928369395021921451e-14
39 32 3.40812214752182641025e-13
39 33 1.01485119856557092178e-13
39 34 1.13119683309938213559e-13
39 35 1.40773338863987203670e-13
39 36 1.11712264920049963040e-11
39 37 3.12578988721901555905e-12
39 38 2.61464494396348093813e-12
39 39 4.09053460143653299428e-12
39 40 1.05668476673393105333e-12
39 41 1.38388420704525405951e-14
39 42 -9.90150931024557042470e-13
39 43 -2.10829704108364986072e-12
39 44 4.83098844009779514929e-13
39 45 -1.03135467001076478087e-13
39 46 3.96682987657560074632e-13
39 47 4.87406799356942007441e-13
39 48 2.59207079848691574873e-12
39 49 2.85651855618090679526e-12
39 50 2.34969818472165353892e-12
39 51 2.52829463592921367799e-12
39 52 1.09449221538591923732e-12
39 53 5.91416944361520930731e-14
39 54 -4.30825677298722472518e-13
39 55 -3.19561430114631118436e-13
39 56 1.74023840591171519199e-13
39 57 4.32778981086408895453e-13
39 58 2.21520192717389289286e-13
39 59 3.85781062338125040949e-13
39 60 3.01456226947242748551e-12
39 61 2.80433793349180522760e-12
39 62 2.29293148829306673839e-12
39 63 1.64705263751312002401e-12
39 64 9.71846964324650780732e-13
39 65 2.54689979340803873282e-13
39 66 1.32229671003284804604e-12
39 67 -7.47853060153306514961e-13
39 68 8.12979498913799117465e-13
39 69 2.75364308261885318188e-13
39 70 2.99954907987299515240e-13
39 71 2.20349322695882501031e-13
40 0 3.44763832127072717463e-12
40 1 5.86684807750803533292e-13
40 2 4.13676942789709561084e-13
40 3 3.31243325173899588850e-13
40 4 2.69193420937793908394e-13
40 5 8.90276584392241511957e-14
40 6 -7.64470628805053264619e-13
40 7 8.73402019613944255458e-13
40 8 -8.26558613232086493234e-14
40 9 -1.78994327642098912532e-13
40 10 4.20847083926760593111e-15
40 11 6.02456652082586099725e-14
40 12 2.91361053295123571422e-12
40 13 -3.69219252461226624268e-13
40 14 6.40783049826297186345e-13
40 15 3.46924991929635838714e-13
40 16 4.49986117295267703709e-13
40 17 1.81854263093308536575e-13
40 18 -7.12655573762662188561e-13
40 19 3.46793039418835329049e-13
40 20 -8.18760130320822208807e-14
40 21 4.55773160826099277109e-14
40 22 4.81760528078012981662e-14
40 23 3.07609387428541660937e-14
40 24 1.33584688762005552030e-12
40 25 -7.51684226717349054086e-14
40 26 4.54051059291529352401e-13
40 27 3.04698519707918777627e-13
40 28 4.42323890557844487424e-13
40 29 2.41129148476420924472e-13
40 30 -1.52295767876686345628e-12
40 31 -1.49108441142982318408e-13
40 32 -5.26587729184696033538e-14
40 33 8.18380577918706661366e-14
40 34 -4.26294094209260023241e-14
40 35 -4.60622657386572740619e-15
40 36 3.71857571218065258896e-12
40 37 -3.22024694909927149179e-13
40 38 7.19878731563513501232e-13
40 39 1.05668476673393105333e-12
40 40 1.47622370372536748819e-12
40 41 3.12412474820185347486e-13
40 42 -1.01493591968718390264e-12
40 43 -8.39106508491278230591e-13
40 44 3.02929184195158682996e-13
40 45 1.81153560420063389175e-13
40 46 -1.16939170414693716963e-13
40 47 9.08098409540666145301e-14
40 48 1.18553895766215928683e-12
40 49 1.16787689238514602354e-12
40 50 7.67312982151654325981e-13
40 51 9.57329947669427805271e-13
40 52 9.60595181229747617133e-13
40 53 4.08231434881624939826e-13
40 54 -5.03359326075653775790e-13
40 55 2.44238561316572736469e-13
40 56 3.03804284857875292999e-13
40 57 1.62522688552700581739e-13
40 58 -6.54574163130983798306e-14
40 59 9.64622000662997152463e-14
40 60 2.20883632424524172174e-12
40 61 3.11447775461834759995e-15
40 62 1.20663987639844871386e-12
40 63 7.89118404249444566893e-13
40 64 8.25096274334404817172e-13
40 65 4.70350692932545430782e-13
40 66 7.27349745813170079227e-13
40 67 -1.64613077083049925538e-13
40 68 2.56124268274813277052e-13
40 69 2.00972787286355786871e-13
40 70 -3.82286584809688159773e-14
40 71 8.59545468815341429328e-14
41 0 1.12282396502078689386e-13
41 1 7.22408763802900281987e-13
41 2 -2.48709313914671975179e-13
41 3 2.01202541084908854592e-13
41 4 1.99086090970827258403e-13
41 5 1.58208492974886532880e-13
41 6 -4.57806494276298350516e-13
41 7 3.52739484081385036747e-13
41 8 2.23155342983608648653e-13
41 9 -2.18833103579873718943e-13
41 10 -4.42638406223207957672e-14
41 11 -1.32759879411673210409e-14
41 12 -5.78111116427251457065e-14
41 13 -3.38828039020225345568e-13
41 14 3.10270325597299411436e-13
41 15 7.14863758754657878273e-14
41 16 2.42307472470534103467e-13
41 17 3.12913062063393006815e-13
41 18 7.17215452143254296265e-13
41 19 1.23009843997487863711e-13
41 20 2.94513486882068168592e-14
41 21 2.01706966266150956590e-14
41 22 -1.56101933499208369518e-14
41 23 -2.79998920975428374227e-15
41 24 1.26833085361321841238e-13
41 25 8.27480622479069447671e-14
41 26 4.98758595187721777853e-13
41 27 1.90925655940867062118e-13
41 28 3.26714526392833226428e-13
41 29 3.08712749758180762024e-13
41 30 -1.14742638568091747263e-13
41 31 -5.37660454919806145451e-13
41 32 -1.66807691884932618117e-13
41 33 -8.72933664697131648232e-14
41 34 1.43169840139670373739e-15
41 35 1.57405863353891927330e-14
41 36 3.95970162449113570264e-14
41 37 -4.41733635712662833671e-13
41 38 2.42894690773925144750e-13
41 39 1.38388420704525405951e-14
41 40 3.12412474820185347486e-13
41 41 6.84826722426676605534e-13
41 42 3.23707657885970492958e-13
41 43 -3.36745637699816634529e-13
41 44 1.78163439281929813218e-13
41 45 8.54361432096888023948e-14
41 46 -3.30522023180590768835e-14
41 47 -1.27908721972709878367e-13
41 48 -1.13399588302940853759e-12
41 49 5.72311709916693834229e-13
41 50 2.96237349446822251364e-13
41 51 2.67879330499713694552e-13
41 52 3.83316258786749717685e-13
41 53 6.17069049394429042336e-13
41 54 -1.16401375573298319047e-12
41 55 2.44721606712008806028e-13
41 56 -2.34426004051699878026e-13
41 57 -6.83057240332446570728e-14
41 58 -1.00911344132983300228e-13
41 59 -5.83963457477140632919e-14
41 60 1.83821502519313311490e-12
41 61 -4.47083544930134829046e-13
41 62 6.47561848850273047482e-13
41 63 4.62419248385645896196e-13
41 64 5.38950183072575091497e-13
41 65 5.31203523953537072167e-13
41 66 9.32805341059343711348e-13
41 67 -2.90319878019846228919e-13
41 68 -7.03832295797312458477e-14
41 69 -1.28964556114606646771e-13
41 70 -3.35037403652928822726e-14
41 71 -9.21514869059076225708e-15
42 0 -5.69693314541880784331e-12
42 1 1.23192852275177804433e-11
42 2 -1.65847845546987289298e-12
42 3 -1.56202766028530047157e-12
42 4 3.99834495640021813868e-13
42 5 -1.35411647205529177206e-13
42 6 2.47835218481696880652e-11
42 7 -5.47281701699919245864e-12
42 8 2.02987598738273658237e-12
42 9 -2.10325015894423291325e-12
42 10 2.90764211801775727447e-13
42 11 -3.00053472405173551431e-13
42 12 8.78208777062492230921e-12
42 13 -1.31748300851193794369e-14
42 14 -2.14005373346605511743e-12
42 15 -1.85207617868379527467e-12
42 16 -2.61278602412457234626e-13
42 17 2.75187680766973865132e-13
42 18 -2.73817899000966655632e-12
42 19 4.83730980262962089940e-12
42 20 2.98460543604346290975e-12
42 21 1.61066018482436963466e-12
42 22 -5.27140526917212721737e-13
42 23 -1.55180633419412712707e-13
42 24 9.39907071285573841607e-12
42 25 1.10513549949668574162e-12
42 26 -1.62977062429479393284e-13
42 27 -9.37176598596542998367e-13
42 28 3.91858930186607823080e-13
42 29 -1.85000496925972067784e-14
42 30 9.13970220437324798808e-14
42 31 -2.67625339837560708340e-12
42 32 2.32694789549193623740e-12
42 33 -3.19862715602597082080e-12
42 34 -9.59459706730106315867e-13
42 35 -1.62479110683267873508e-13
42 36 -4.40027565608028623076e-11
42 37 8.62220542128285152480e-12
42 38 -5.39798668313736241991e-12
42 39 -9.90150931024557042470e-13
42 40 -1.01493591968718390264e-12
42 41 3.23707657885970492958e-13
42 42 2.53280059129461926305e-10
42 43 9.16222158892757865170e-12
42 44 4.79971362133571996641e-12
42 45 -8.84869431273666654911e-13
42 46 3.27094548880067500363e-13
42 47 2.12584290846635625410e-13
42 48 -2.17384737269103583715e-11
42 49 -1.00103005732475752572e-11
42 50 3.68472402988037811048e-12
42 51 2.62031286461082659463e-12
42 52 2.38922010214599635423e-12
42 53 9.47537315997042034670e-13
42 54 3.08024304013615007928e-11
42 55 -7.33407183187358282422e-12
42 56 -1.76463872977737992381e-12
42 57 -2.33064307602601739443e-12
42 58 -1.52852665353949032698e-13
42 59 1.39197214848242731053e-13
42 60 -7.40185526538764815700e-12
42 61 1.33661952748978478740e-11
42 62 5.48486458694485996538e-12
42 63 1.40363013520438419729e-12
42 64 3.68380956450135014480e-12
42 65 1.72552298365384199887e-12
42 66 4.10496320765701679623e-11
42 67 -1.22755437147103018615e-11
42 68 9.98480600258435725268e-13
42 69 -2.94755298958017345261e-12
42 70 2.57673018148104357215e-13
42 71 7.66522438236195433259e-13
43 0 1.25360006121368425173e-11
43 1 5.60557763167151968538e-12
43 2 -1.01969391766261404480e-12
43 3 -1.54262406770324905009e-12
43 4 -4.86562675415479359848e-13
43 5 2.20028877018262613599e-13
43 6 -6.07155349209914632655e-12
43 7 -3.06125331529893160467e-12
43 8 -2.37381967362655463314e-13
43 9 -8.76892888850854767710e-13
43 10 -7.83745722856543119016e-13
43 11 -5.41754684201642620346e-13
43 12 9.20697671987064831715e-12
43 13 4.43809904832089292619e-12
43 14 -7.94120800467884747574e-13
43 15 -5.91090432687655156963e-13
43 16 2.90754537754379083531e-13
43 17 -1.80068583052373541307e-13
43 18 -1.65339256294408688713e-12
43 19 3.28796077760394649408e-12
43 20 -2.43504579495421139831e-12
43 21 8.41607310447697700961e-13
43 22 -1.37493540750352650395e-13
43 23 -3.15672870509707802524e-13
43 24 1.37709701026871114607e-11
43 25 -2.30268833410751986365e-12
43 26 -1.21002393996867608818e-12
43 27 -8.75350653902873271357e-13
43 28 -3.91516034380555375272e-14
43 29 -1.66946927198329112710e-13
43 30 -1.43824234104925723736e-11
43 31 6.12033884470640909452e-12
43 32 -3.06481941816553361510e-12
43 33 2.87532305282003632590e-14
43 34 -5.23509003947207116339e-13
43 35 -1.58104658998952042702e-13
43 36 4.62432382121385541249e-12
43 37 3.28170480056516427277e-12
43 38 5.24952411297395690386e-13
43 39 -2.10829704108364986072e-12
43 40 -8.39106508491278230591e-13
43 41 -3.36745637699816634529e-13
43 42 9.16222158892757865170e-12
43 43 4.48010676516625075391e-11
43 44 -6.42320201049449705578e-13
43 45 -2.35544239606737635093e-13
43 46 2.89741272671903966873e-13
43 47 2.35380127156750131665e-13
43 48 2.20027155422062037288e-12
43 49 -3.20634610243013520291e-12
43 50 1.96791343208533302094e-13
43 51 -1.19292958316138660543e-12
43 52 -9.14835709168128928925e-13
43 53 -2.13120199884523581130e-13
43 54 -6.67436179976886731491e-12
43 55 2.95219995989563543302e-12
43 56 -3.12961242577297879175e-13
43 57 -8.98349049274604467626e-13
43 58 4.75797959595333152880e-13
43 59 2.07972985364370593934e-13
43 60 5.30953792784186989736e-12
43 61 -5.59295985006382250190e-12
43 62 -8.32348873834053221517e-13
43 63 -6.46432649613280561119e-13
43 64 -4.67389788773493393402e-13
43 65 -3.85001074708983522071e-13
43 66 1.79742707844843442069e-11
43 67 1.26413952832421394353e-12
43 68 2.34036565574540464944e-12
43 69 -1.25307933759602683322e-12
43 70 -1.50363063439377639252e-13
43 71 -1.02042250300892525343e-13
44 0 -9.88946521653277279442e-13
44 1 1.79730388934176938111e-12
44 2 -1.24237101302920108053e-13
44 3 8.79837937172022216678e-13
44 4 9.84751252139074356215e-14
44 5 -1.85323171510308095529e-14
44 6 3.16201174744931141069e-12
44 7 -2.80044678946885738493e-13
44 8 1.33839178079295386671e-13
44 9 2.15242455778106565911e-13
44 10 9.41060501815716290355e-14
44 11 1.78415260867136461573e-13
44 12 5.26056822164882865929e-12
44 13 1.02580444935697660575e-12
44 14 3.64686028712946098817e-13
44 15 -3.13677391626280563939e-13
44 16 -9.79131824677934858128e-15
44 17 1.88611173943238915089e-13
44 18 2.26320630797774870999e-13
44 19 -2.33306306962822721968e-13
44 20 4.74561444563234637000e-13
44 21 2.09025690828854360724e-13
44 22 3.87710005459624001677e-13
44 23 1.51648350904189286571e-13
44 24 1.54619009624284100346e-12
44 25 2.03599696007658261697e-12
44 26 1.27513435462684821308e-12
44 27 -6.90707639722976196104e-14
44 28 -1.33405747870460035287e-15
